lamb, beta, k, delta, p, c, K
7.753428822485064487e-02,-4.251987136072390427e+00,2.216883975911009941e+00,1.748255680182349003e+00,-2.225228042368764814e-01,-1.135738091685562612e+00,5.972735535321577452e+06
7.753428822485064487e-02,-4.251987136072390427e+00,2.216883975911009941e+00,1.748255680182349003e+00,-2.225228042368764814e-01,-1.135738091685562612e+00,5.972735535321577452e+06
-3.283341471546746826e-01,-4.382213335362168394e+00,2.280700991678877632e+00,1.588862026808258499e+00,-1.412510740913051899e-01,-1.229256069095107762e+00,5.972735535321577452e+06
-6.975044092554489872e-01,-4.479551713805769886e+00,2.150976018815099700e+00,1.544086505373805540e+00,-1.060000433513663687e-01,-1.051407832658369346e+00,5.972735535321577452e+06
-6.975044092554489872e-01,-4.479551713805769886e+00,2.150976018815099700e+00,1.544086505373805540e+00,-1.060000433513663687e-01,-1.051407832658369346e+00,5.972735535321577452e+06
-6.975044092554489872e-01,-4.479551713805769886e+00,2.150976018815099700e+00,1.544086505373805540e+00,-1.060000433513663687e-01,-1.051407832658369346e+00,5.972735535321577452e+06
-6.975044092554489872e-01,-4.479551713805769886e+00,2.150976018815099700e+00,1.544086505373805540e+00,-1.060000433513663687e-01,-1.051407832658369346e+00,5.972735535321577452e+06
-6.975044092554489872e-01,-4.479551713805769886e+00,2.150976018815099700e+00,1.544086505373805540e+00,-1.060000433513663687e-01,-1.051407832658369346e+00,5.972735535321577452e+06
-5.554975138257756129e-04,-4.725391216157513341e+00,2.604250286025345140e+00,2.324784588115041295e+00,7.699003508205236601e-01,-6.000666557661822331e-01,5.972735535321577452e+06
-4.723480342887560468e-01,-4.889684726116348301e+00,2.799482821535980381e+00,2.347381916029536164e+00,1.002868819785131649e+00,-1.139909355689316395e-01,5.972735535321577452e+06
-5.190768976441728633e-01,-4.916921378255582731e+00,2.414110390060788980e+00,2.207965775942026365e+00,7.876116144370282068e-01,-1.693470170107102546e-01,5.972735535321577452e+06
-8.986734312022198745e-01,-4.740749306026795118e+00,2.549564783446139238e+00,2.756481771180347984e+00,1.181759608061614397e+00,-1.435590499660083230e-02,5.972735535321577452e+06
-8.231045640830760846e-01,-4.834185647936273256e+00,1.952909764349863408e+00,2.277113047375666000e+00,7.866584858741769715e-01,-1.783765204803613447e-01,5.972735535321577452e+06
-1.170151153757552187e+00,-4.671524500881579556e+00,2.639429870448693372e+00,2.201347119284267961e+00,4.427964815461011283e-01,-2.810330764626650657e-01,5.972735535321577452e+06
-1.474108331950470197e+00,-5.118907321859741621e+00,2.727845466198950408e+00,1.919062782760672992e+00,5.691977165931666471e-01,-3.406023695176862987e-01,5.972735535321577452e+06
