SSR, lamb, beta, k, delta, p, c, K
8.797260894449632218e-01,1.752930760252383868e-01,1.897779873662281007e-05,1.612407917720981798e+00,2.676701490890652160e+18,3.377342177671091712e+18,8.803641993299648050e+01,1.726127823978068307e+07
7.691729465061536430e-01,1.770124858357269293e-01,5.392898343242683842e-05,1.522562685777832270e+00,5.175427802291012608e+18,1.791661061189827328e+18,5.111449225317053902e+01,7.654883494057249278e+06
1.514186029844150516e+00,1.367059262735592917e-01,2.203309852145650676e-05,2.154284299624013244e+00,2.896880461800762880e+18,3.121153660684024832e+18,8.897096736942638984e+01,8.027520809642871842e+06
1.404215344186351633e+00,1.379593067139768536e-01,2.213723499530981373e-05,2.199109885509023865e+00,2.887555452905579520e+18,3.131619738736882176e+18,8.872438097841046556e+01,8.097040580828804523e+06
5.353388931579218246e-01,1.632304620699080999e-01,4.434689972736747095e-05,2.358017130004074868e+00,3.208169899946647552e+18,2.712347055692289536e+18,9.408739950815483155e+01,2.572020262767474167e+06
1.212367599037214694e+00,1.656031743911668130e-01,1.911657356165603653e-05,1.705102985057610487e+00,2.356694740727369728e+18,3.699932673102539776e+18,9.382329815747951329e+01,9.511942003997262567e+06
1.314053923439732152e+00,1.591614851852727330e-01,2.115024746384185702e-05,1.966351979120883220e+00,2.851748998602385408e+18,3.163798398387697152e+18,9.098331434938670270e+01,1.342533817333713733e+07
1.500170662789623632e+00,1.367036266653315901e-01,2.203315708662165166e-05,2.154301780364618946e+00,2.896880383979008512e+18,3.121153738256380928e+18,8.897104974832076607e+01,8.027585960643075407e+06
1.468865405443676497e+00,1.518351058124108310e-01,2.052105450767606121e-05,1.897020793521618343e+00,2.774803870371008512e+18,3.258419411384423424e+18,8.584826395290980372e+01,1.002398621403675340e+07
1.502095927678738008e+00,1.367039740000000059e-01,2.203348929999999638e-05,2.154327830000000166e+00,2.896842260000006656e+18,3.121194819999997440e+18,8.896987599999999929e+01,8.027625430000000633e+06
1.049773006933380159e+00,1.860896234284762085e-01,1.951098153335307031e-05,1.745133680211256921e+00,2.681914400854080512e+18,3.370921509203372032e+18,8.577642689777468377e+01,1.512824201584585942e+07
1.446545092452448777e+00,1.367046614625654910e-01,2.203321255656496381e-05,2.154313818606878872e+00,2.896877358597835776e+18,3.121157003187561472e+18,8.897095958814220751e+01,8.027594522236369550e+06
7.746297985213655979e-01,1.850218102076636728e-01,2.725848802047080817e-05,1.779346721282101695e+00,3.002854530260918272e+18,2.996864041004801024e+18,9.795769104251414205e+01,1.403858110452094860e+07
1.337390956908164785e+00,1.607286152672401935e-01,2.991734699204943120e-05,1.859738763191405297e+00,4.584196027162607104e+18,1.970380494660950016e+18,4.801608966515308197e+01,1.249142319782625884e+07
3.210499944302010135e+03,5.512727239217649254e+19,2.513129884719991707e-22,9.478843660131551250e+14,3.405694126957940766e+23,2.649713958008117188e+13,3.567773815540180355e+07,1.342773436987474810e+27
1.149826457516220923e+00,1.360837933559948809e-01,2.092347895696539307e-05,2.025038911173802525e+00,2.765050006767250944e+18,3.269946003519059968e+18,8.379092040224605853e+01,7.355777018263343722e+06
6.717298068159864854e-01,1.536585809636483446e-01,6.993882984311397782e-05,2.409155310959312235e+00,3.738481693115463680e+18,2.331517118270443008e+18,1.268695717456086811e+02,3.077746196831919719e+06
1.122107432259122017e+00,1.479755218825644925e-01,1.965706110836223805e-05,1.889116426212372524e+00,2.606678724219483648e+18,3.460364259517791744e+18,7.674469873108196794e+01,5.740329038567844778e+06
2.394556016270197176e+02,2.365585569554660170e+29,3.978518548810868959e-47,4.191708520454333023e-22,0.000000000000000000e+00,9.407669522352160496e-27,5.588983576703259555e+46,6.145796253220161494e-08
1.464146209435283286e+00,1.366195732298235710e-01,2.208359293303778728e-05,2.174929709580006865e+00,2.893015242125981184e+18,3.125323531444672000e+18,8.887034267382286146e+01,8.039833877661460079e+06
6.623030126963589392e-01,1.150003489743946228e-01,2.751322570888102770e-05,1.782201726230567829e+00,3.031041662821422592e+18,3.182088263947147264e+18,8.696368021712555674e+01,5.240494561441729777e+06
1.502163126696036688e+00,1.367046636834350071e-01,2.203318911149694005e-05,2.154312976334361363e+00,2.896879068746943488e+18,3.121155164219319808e+18,8.897100795490621294e+01,8.027592128292761743e+06
1.026495502888466804e+00,1.705882918400749293e-01,1.869687745747494021e-05,1.662901266207962747e+00,2.577443025340531200e+18,3.507929066082765312e+18,7.772062298655558266e+01,9.866825215900266543e+06
6.809848572066640182e-01,1.891256150463596630e-01,2.558517311828910289e-05,1.689751688615917846e+00,2.818356406447186432e+18,3.170434441570662400e+18,8.991278567454578763e+01,1.100305468823275343e+07
1.145058137859674918e+00,1.665001268214362229e-01,2.721360696918619730e-05,1.828918107576329222e+00,2.997453153390392832e+18,3.038162353624250880e+18,9.185497740972645886e+01,9.821651908054163679e+06
2.518505528768188451e-01,1.842601002153582412e-01,3.679835420670938927e-05,3.610373010793361814e+00,4.829836821294579712e+18,2.074666650061049088e+18,5.475246936346902515e+01,3.125943787446979899e+06
8.472137214146815420e-01,1.211000582532551217e-01,2.239697240493251242e-05,2.272154244231483489e+00,2.890006223308776960e+18,3.033599584531438080e+18,9.192442754061647747e+01,7.978901911782450974e+06
1.033668194876632196e+00,1.310180931481700894e-01,2.400115616009921473e-05,1.801872917620239045e+00,3.601260999055888896e+18,4.134450910506330112e+18,7.607473003209219087e+01,4.612912673116574064e+06
1.235925888364134417e+00,1.294363865336101704e-01,2.159324884188078787e-05,2.087920034059391750e+00,2.854725506323448832e+18,3.168932903157220352e+18,8.740413234150817345e+01,8.077724634133070707e+06
2.367850381341075376e+02,3.761432437934596837e+07,1.555310288241298564e-02,0.000000000000000000e+00,0.000000000000000000e+00,2.119506436865732116e+21,2.103247480534557456e-01,4.555794367279417969e+12
1.524359007516726594e+00,1.367039740000000059e-01,2.203348929999999638e-05,2.154327830000000166e+00,2.896842260000006656e+18,3.121194819999997440e+18,8.896987599999999929e+01,8.027625430000000633e+06
7.554510339703679467e-01,1.250185574886247819e-01,2.203495550844302101e-05,2.163099427861452373e+00,2.891265384654865920e+18,3.127252427357118464e+18,8.896679547794296639e+01,8.247025002959886566e+06
8.384378119959517983e-01,1.356076090138382817e-01,2.200284261793248710e-05,2.212549303949574941e+00,2.852597256639036928e+18,3.202575305951687680e+18,8.629656246558742794e+01,7.033517872125473805e+06
1.089619462292447771e+00,1.299486249370270241e-01,2.523102911900311686e-05,2.083989937243702517e+00,3.609294280916358656e+18,2.448654639997154816e+18,5.725122590158274249e+01,6.225781525826383382e+06
4.524112514947950672e+02,2.313207381567385090e-02,1.146426058087643422e-07,3.218798247400609519e-02,5.317725709248173834e+20,1.700475264022292000e+16,1.869326044849590835e+04,2.772031945836178958e+06
1.476963207446918558e+00,1.367045685931529142e-01,2.203318080111801831e-05,2.154308816178387431e+00,2.896880288989281280e+18,3.121153845821252608e+18,8.897103981485670943e+01,8.027582461396325380e+06
1.052103626448100515e+00,1.285632573053456240e-01,2.208200156621580159e-05,2.170297395931475304e+00,2.895699056171218432e+18,3.121867787159140864e+18,8.922849586992391835e+01,8.361513854705177248e+06
1.164103311624402615e+00,1.648717067648386991e-01,2.034374307700852286e-05,1.911399021165847811e+00,2.728569199298957824e+18,3.313141540474388992e+18,8.373385146805871670e+01,9.662766597000982612e+06
1.450857689339293044e+00,1.367039740000000059e-01,2.203348929999999638e-05,2.154327830000000166e+00,2.896842260000006656e+18,3.121194819999997440e+18,8.896987599999999929e+01,8.027625430000000633e+06
1.020961454513800382e+00,1.598648586783080749e-01,4.875800462531267531e-05,1.710449059782028991e+00,3.708286684426494464e+18,2.483351744809978368e+18,9.660794860215401059e+01,6.948674865769610740e+06
1.314761980430149801e+00,1.407780064304215706e-01,2.188062140416329474e-05,2.169339638366701184e+00,2.856895854986374144e+18,3.164834792542386688e+18,8.756094599466756279e+01,8.006781702121023089e+06
1.375957735413682048e+00,1.374022959763567808e-01,2.213201655291214854e-05,2.183694969958658305e+00,2.896704765657409024e+18,3.121342484145779712e+18,8.900960319837267321e+01,8.052444581645519473e+06
7.306317208973742705e-01,1.619232287121105673e-01,6.654773420597792763e-05,1.523534984335719100e+00,5.485282446306252800e+18,1.903827335259609600e+18,6.339296099085667890e+01,6.938583835504203103e+06
1.436760531086831660e+00,1.367049423173863354e-01,2.203321548572968370e-05,2.154314627059640053e+00,2.896883047699133440e+18,3.121150872930531840e+18,8.897115380056921197e+01,8.027595251069877297e+06
1.446435122498683556e+00,1.455036392807303181e-01,2.041331344502012829e-05,1.904075683474146130e+00,2.747861616563134464e+18,3.289610229622180864e+18,8.376015170866577364e+01,8.644227251102186739e+06
1.362380672026946016e+00,1.367320484979229755e-01,2.214661001206068161e-05,2.190307137039736229e+00,2.895188014601503744e+18,3.122983344439970816e+18,8.900231891389771022e+01,8.096356198749079369e+06
1.553125453281322343e+00,1.367039740000000059e-01,2.203348929999999638e-05,2.154327830000000166e+00,2.896842260000006656e+18,3.121194819999997440e+18,8.896987599999999929e+01,8.027625430000000633e+06
7.732394212812353507e-01,1.227698163534802211e-01,2.417200443686496673e-05,2.784181686006339085e+00,2.928117443422487552e+18,2.895741523612809728e+18,8.411612997080989373e+01,3.605347682899539825e+06
1.466543070127664716e+00,1.367043580728656837e-01,2.203317806332088738e-05,2.154307266800276732e+00,2.896880897423472128e+18,3.121153190787075584e+18,8.897107158296874729e+01,8.027591941351315007e+06
9.015058637731911961e-01,1.204219811712627375e-01,2.192935174873774149e-05,2.125003296436450473e+00,2.896193235717204992e+18,3.127256308936327680e+18,8.881566069901241178e+01,7.956295253360043280e+06
1.462376753187754730e+00,1.347100590368081052e-01,2.196624036454794662e-05,2.140435460283597102e+00,2.893013056362808320e+18,3.127818101741322240e+18,8.900545906651925065e+01,8.329805655958829448e+06
1.475063153555369544e+00,1.367039740000000059e-01,2.203348929999999638e-05,2.154327830000000166e+00,2.896842260000006656e+18,3.121194819999997440e+18,8.896987599999999929e+01,8.027625430000000633e+06
6.165336700479177034e-01,1.095696449486033563e-01,3.945824598459239641e-05,1.765475145160255499e+00,3.715618582019188224e+18,2.640815558639667712e+18,8.207199657630357592e+01,4.319753966554361396e+06
1.262691301237189423e+00,1.441830440418139792e-01,2.187483482586629764e-05,2.172588461359631573e+00,2.853625463403791360e+18,3.168465567555527680e+18,8.747607688435437012e+01,8.148550138571768068e+06
1.467089045319637686e+00,1.367041819658762480e-01,2.203318551653887198e-05,2.154309653756834919e+00,2.896880694411783680e+18,3.121153409429884928e+18,8.897107365353141972e+01,8.027599094381530769e+06
1.542538552439444821e+00,1.367179867766411538e-01,2.203356836250160831e-05,2.154539560001318410e+00,2.896800486092041728e+18,3.121239788235464704e+18,8.896867645633163590e+01,8.028140141020087525e+06
1.480703883593066372e+00,1.367772768904629843e-01,2.204379934339564868e-05,2.157493591162455981e+00,2.896834288287895552e+18,3.121203057155521536e+18,8.897560344753217976e+01,8.031678374016037211e+06
1.170902304495930135e+00,1.273688880720759697e-01,2.120738080102653727e-05,2.007827810599541074e+00,2.833583642467233792e+18,3.190851188465623552e+18,8.670140988174837560e+01,8.248433722661606967e+06
1.470821299334955867e+00,1.367044369898611500e-01,2.203319053580800790e-05,2.154312024625125055e+00,2.896880026454694912e+18,3.121154165019334144e+18,8.897104878467192179e+01,8.027597762360372581e+06
1.407020321401791341e+00,1.429676388446174951e-01,2.782348824750524574e-05,2.082842401845067748e+00,3.044833458722066944e+18,2.889764499482745856e+18,9.358359599076416657e+01,7.518617818246041425e+06
1.420335536978337476e+00,1.380339890517106871e-01,2.208944852478808882e-05,2.176434199603330288e+00,2.893165422412537344e+18,3.125160070772251648e+18,8.885487241596379704e+01,8.031920518066146411e+06
6.608644280739107444e+02,1.762961706810081575e+00,9.792020357407454302e-08,2.312731391075110721e-01,6.810012015742607688e+20,1.327487480502266200e+16,2.314932959590596874e+04,2.758019155575288460e+06
6.754639303338336731e-01,1.532398733708606742e-01,3.812814081007980796e-05,2.520434414482779495e+00,3.050230641689707520e+18,2.539737560558657536e+18,9.073749534879956968e+01,3.013908509883657563e+06
5.126845113375984511e+02,4.073246315632732539e+00,9.034123749383499250e-08,8.991631010669447199e-02,4.566659281728929792e+20,1.979758343669208000e+16,1.356616923467775996e+04,1.024885203807825455e+06
1.319606733712592739e+00,1.422648114252204610e-01,2.633708388917562732e-05,1.876735333815311213e+00,2.897011871359753216e+18,3.120631091733753344e+18,8.826397532799093426e+01,6.293851676576043479e+06
1.356366399592834560e+00,1.274781424784245110e-01,2.183713070665385512e-05,2.101958612511565683e+00,2.893454847380723712e+18,3.124480418708677632e+18,8.894382642055519739e+01,8.142020331945699640e+06
1.142757263424715619e+00,1.510084990986278464e-01,2.617971230556951986e-05,1.884172892825394019e+00,2.876394757739952640e+18,3.144927247449638912e+18,8.797566242781228141e+01,6.594161328300406225e+06
1.423576200199583752e+00,1.367039740000000059e-01,2.203348929999999638e-05,2.154327830000000166e+00,2.896842260000006656e+18,3.121194819999997440e+18,8.896987599999999929e+01,8.027625430000000633e+06
1.029985449489315918e+00,1.375711071381855166e-01,2.211306079282279865e-05,2.209842763724224834e+00,2.875816941352888320e+18,3.143836937076004352e+18,8.832732357894512631e+01,8.114480894563825801e+06
1.495435083684819366e+00,1.367039740000000059e-01,2.203348929999999638e-05,2.154327830000000166e+00,2.896842260000006656e+18,3.121194819999997440e+18,8.896987599999999929e+01,8.027625430000000633e+06
7.281428830523062334e-01,1.683316245338186135e-01,1.814329727945058381e-05,1.580897198634442002e+00,2.526599675095138304e+18,3.580769467658464768e+18,7.569221354261618728e+01,1.015387497081643343e+07
3.568883971045412636e+03,1.172191187128202861e-01,4.677475130737259660e-15,0.000000000000000000e+00,0.000000000000000000e+00,9.813775036455891418e+10,3.155101391933477402e+09,2.213830933926145554e+10
1.431808163712099624e+00,1.367034302395922218e-01,2.203317837964921416e-05,2.154304745267782373e+00,2.896882684971037696e+18,3.121151206932473344e+18,8.897114849536876591e+01,8.027601356679506600e+06
1.285549457584872712e+00,1.388252573822241487e-01,2.212709102590415370e-05,2.197901070775871712e+00,2.886357040428901376e+18,3.132532246974948864e+18,8.860288742892359437e+01,8.000810369282163680e+06
9.736129057150001431e-01,1.490572734281257750e-01,2.234302669978567872e-05,2.267139214533011593e+00,2.883650091253105664e+18,3.135465201717716480e+18,8.850782049226600634e+01,7.987675287792080082e+06
7.137410089993170281e-01,1.480709979479064853e-01,3.320092724675125808e-05,2.947719296606794437e+00,3.302529975285359616e+18,2.730702189539887616e+18,9.866838665953261511e+01,4.206196532360750251e+06
1.054492705406239850e+00,1.614150182674664313e-01,1.889736538435788022e-05,1.717618607378367024e+00,2.576956596240057856e+18,3.508729108956072448e+18,7.786125728242039656e+01,8.473698962050296366e+06
1.507563533416994117e+00,1.340775163345693521e-01,2.187788630376862837e-05,2.116602996594189268e+00,2.891725674587386880e+18,3.127914857730529792e+18,8.893793796051757283e+01,8.194038096707175486e+06
1.339462594274174245e+00,1.340652874067694011e-01,2.123163607859634332e-05,2.047128194710261084e+00,2.811068329884876800e+18,3.191931186493469696e+18,8.635235658234863365e+01,8.118403581899995916e+06
1.521082609834938815e+00,1.367178509132817854e-01,2.203369129682259544e-05,2.154519202840805114e+00,2.896838874060865024e+18,3.121198463801558528e+18,8.896980125676617490e+01,8.027717407668236643e+06
1.496936627726075812e+03,6.208777741177345888e+01,4.894691997433266410e-16,1.385386184833390999e+10,3.143493033420323186e+26,2.834912329323532104e+10,3.098268771286095428e+10,4.093080797311782812e+13
9.989781409416049751e-01,1.277575601522250581e-01,5.741029114087876738e-05,2.018713996323192372e+00,4.109978709820245504e+18,2.443759663000828416e+18,1.055191671885720979e+02,4.326931876137532294e+06
6.373925592265137219e-01,1.790401426820076858e-01,3.435563957212692043e-05,3.618688872042732374e+00,3.371803070346211328e+18,2.397171063126600704e+18,8.940209481991523432e+01,3.544329894320764113e+06
1.428649350575603494e+00,1.370964386622768316e-01,2.197830313052751374e-05,2.165610948687456627e+00,2.878522817988510208e+18,3.141058653996455424e+18,8.836809346631305573e+01,8.077739853302750736e+06
1.199114807979362762e+00,1.569886126825004724e-01,3.516598447712132434e-05,1.843766189933880639e+00,4.782392081400762368e+18,2.046674272838973184e+18,4.807180911746989693e+01,7.575258820904020220e+06
1.492245301528401402e+00,1.367019789628330928e-01,2.203313874997206334e-05,2.154288509159127951e+00,2.896885765634926592e+18,3.121147944449650176e+18,8.897126147067555735e+01,8.027616052871471271e+06
1.488100842825857972e+00,1.369746719114763867e-01,2.205163072476489276e-05,2.162289012578237024e+00,2.895161048740525056e+18,3.123007003848780800e+18,8.891676347457874385e+01,8.024604830453279428e+06
8.611291591219376595e-01,1.714859289371332973e-01,2.822596871240852192e-05,1.521403494287038471e+00,4.287125779124750336e+18,2.222080080830281216e+18,4.489345793795487083e+01,1.143229900160606951e+07
4.240346185495326949e+02,2.644591461681377598e-01,7.540810684428430883e-08,4.244546881740650368e-02,5.093435112854765568e+20,1.775304066862613800e+16,1.519026454312610986e+04,9.421258176740478957e+05
1.494309279563812431e+00,1.367056831335181633e-01,2.203324148511004297e-05,2.154331889674112599e+00,2.896875647329596416e+18,3.121158843291674624e+18,8.897089472664492860e+01,8.027593613369424827e+06
1.345704185964296862e+00,1.404397577239965000e-01,2.203806816921090528e-05,2.192226281794501297e+00,2.872673258410224128e+18,3.145134141166326272e+18,8.796306990146179317e+01,7.930117679490107112e+06
1.287555237228712235e+00,1.375548707790117675e-01,2.068715001580976896e-05,2.027730534705018073e+00,2.703196486187896320e+18,3.344772705900678656e+18,8.037397388855328018e+01,5.616238819490068592e+06
7.828137068716890523e-01,1.450464707234063177e-01,4.670386113748470797e-05,2.027136879888925769e+00,4.402195880300773376e+18,1.941693118998614528e+18,5.715092888081164801e+01,3.837316090294536669e+06
1.441320060044144258e+00,1.367045927049818921e-01,2.203318831728005460e-05,2.154311307670743414e+00,2.896880124829607936e+18,3.121154022599245312e+18,8.897104518995168121e+01,8.027591066014816985e+06
1.195830106166208884e+00,1.464839092400998244e-01,5.160308570170612174e-05,1.923657446016120431e+00,4.371726973124643328e+18,2.044473381743211264e+18,8.621384306391880159e+01,8.267222504576899111e+06
1.470531674416227119e+00,1.367039740000000059e-01,2.203348929999999638e-05,2.154327830000000166e+00,2.896842260000006656e+18,3.121194819999997440e+18,8.896987599999999929e+01,8.027625430000000633e+06
1.045776785124238106e+00,1.578072948054596858e-01,1.765344631328865613e-05,1.752850072274934945e+00,1.659626568421264896e+18,4.726449649260107776e+18,1.695121474703296656e+02,1.142945584784432128e+07
1.289229856052738432e+00,1.410459462906369921e-01,2.211144778341693585e-05,2.193404115641514274e+00,2.886258050073721344e+18,3.132631346169476096e+18,8.859637534787400170e+01,7.999221720925163478e+06
8.939053783348732685e-01,1.441863258412837689e-01,1.702924976365651294e-05,1.764287438550025122e+00,1.105046292434491648e+18,8.104577581378583552e+18,3.336959721342127523e+02,5.513764218854793347e+06
6.598942915468068993e-01,1.494241885697591699e-01,2.844422702067642833e-05,2.149994976404042468e+00,3.183058059324273664e+18,2.909718073775890432e+18,9.003926005769528729e+01,7.728591821684009396e+06
1.435008556645831046e+00,1.356107725980848500e-01,2.213616221283536047e-05,2.185362100320601630e+00,2.896413288003864576e+18,3.121650451687361024e+18,8.908000493097357264e+01,8.126895203700082377e+06
1.479889118523509683e+00,1.367065135632690720e-01,2.203324129637181707e-05,2.154332737571762024e+00,2.896875806774315520e+18,3.121158671593336832e+18,8.897089803354360527e+01,8.027579703795368783e+06
1.465245102067410471e+03,1.802540864022595724e+00,1.085352168840362955e-17,1.527953328843715671e-05,0.000000000000000000e+00,3.985972098006325960e+07,3.840818057881674316e+12,3.921309574949704313e+01
8.585003575956504651e-01,1.226810087846123137e-01,2.221587515814623184e-05,2.181572471553608228e+00,2.914599959377033216e+18,3.103078330929508352e+18,8.942250494107339875e+01,7.990666426035935059e+06
1.423037072283299453e+00,1.367045728741333732e-01,2.203318898595818694e-05,2.154310836329915713e+00,2.896880677697452544e+18,3.121153427816352256e+18,8.897106612502497569e+01,8.027593185262843035e+06
5.322845923764280007e-01,1.889130466232072925e-01,5.324742929416539510e-05,1.463002025297817088e+00,1.515757016284433920e+18,3.483357004379873792e+18,2.959809844163838193e+02,6.381105848202626221e+06
9.902070295720974968e-01,1.262086427168043756e-01,2.696904756261749887e-05,1.988255869870934056e+00,2.958408409762806272e+18,3.061642730045599744e+18,8.699620094208681564e+01,4.877731699149031192e+06
1.092825076172156962e+00,1.375797831971879714e-01,2.838807747056985915e-05,2.222672229897213025e+00,2.876560258774885888e+18,3.173059663609895424e+18,9.061382124207631250e+01,3.523545689689542167e+06
6.231963811220913385e+02,1.912311613351599826e+00,1.071008999136233737e-07,3.952056423082347392e-01,7.367147623078757663e+20,1.227087220829322200e+16,2.552919403996656911e+04,3.016300375036811922e+06
1.055287986050718274e+00,1.340353283379184801e-01,2.146042321266024047e-05,2.066092198106556754e+00,2.843485046057184256e+18,3.215941908844924416e+18,8.943875816012175051e+01,9.070892199534064159e+06
7.904651863749809770e-01,1.316681350138517170e-01,2.085013983570339929e-05,1.951583299721667775e+00,2.801810524549581312e+18,3.279785573123102208e+18,8.423311548589401809e+01,8.374549560967062600e+06
1.476326528565489848e+00,1.367051208250855687e-01,2.203324408800587085e-05,2.154329128920887015e+00,2.896879149279727616e+18,3.121154017269108224e+18,8.897106342871460072e+01,8.027621340188571252e+06
1.514165851271103591e+00,1.367046626313192237e-01,2.203309344780502653e-05,2.154280034501394159e+00,2.896882340506212352e+18,3.121151637554805760e+18,8.897105632002350717e+01,8.027541912043980323e+06
1.533535609893711182e+00,1.367039740000000059e-01,2.203348929999999638e-05,2.154327830000000166e+00,2.896842260000006656e+18,3.121194819999997440e+18,8.896987599999999929e+01,8.027625430000000633e+06
6.531810526616983452e+02,5.262673864503361331e-14,1.105835953132106858e+27,4.135387012536857654e+27,2.002982902487241701e-12,4.512537206346465012e+48,1.182475505566113841e-29,1.131554208927187500e+12
5.539398366734422652e-01,1.158702290340786756e-01,2.680406125995990000e-05,2.249247253515677780e+00,2.921027736906310656e+18,3.092319733612927488e+18,8.601339143723153313e+01,3.535093226978851948e+06
inf,3.370250518387436135e-28,1.659211530923669481e-53,1.154350552432793881e-10,4.347296757227034892e+53,2.044171509478996857e-17,8.881608666582634010e+36,1.342352030182651361e+05
1.462292131952919405e+00,1.367039740000000059e-01,2.203348929999999638e-05,2.154327830000000166e+00,2.896842260000006656e+18,3.121194819999997440e+18,8.896987599999999929e+01,8.027625430000000633e+06
9.855986082460277409e-01,1.425377251782254384e-01,5.934066533386945770e-05,2.544834178873762287e+00,3.791092198299171328e+18,2.252988519840188416e+18,1.194505096395665191e+02,3.819807768416005187e+06
9.425692340825611026e-01,1.422351207711002319e-01,2.230566781613049716e-05,2.257486614675875192e+00,2.882564109056143360e+18,3.136706130167221760e+18,8.860720636592110111e+01,8.124215452253247611e+06
1.496394667592277239e+00,1.367017119439317696e-01,2.203306772239277132e-05,2.154263603857782705e+00,2.896888160402601984e+18,3.121145259383042560e+18,8.897128644074629733e+01,8.027575837510446087e+06
1.052741753300995731e+00,1.824259522084016039e-01,2.011509301399422851e-05,1.799922811692808988e+00,2.764454667347607552e+18,3.270263427012619264e+18,8.599911063680792722e+01,1.554942977176935598e+07
1.121235226504055049e+00,1.376274300723096811e-01,2.207918899661529382e-05,1.774499537241809310e+00,2.843716505089122304e+18,3.690519627950950400e+18,8.273665660193783822e+01,5.524646305262885988e+06
1.286002510596695902e+00,1.451213509318473038e-01,2.565932583556523094e-05,1.767418988115750045e+00,4.019449030974353920e+18,2.270069761486315264e+18,4.877106575870492122e+01,9.152042581884775311e+06
8.935434320539953346e-01,1.221267030667371328e-01,2.225737645611289918e-05,2.199501426953502481e+00,2.910833516222866432e+18,3.086732649681741824e+18,9.008514870969651156e+01,8.090596111931332387e+06
1.513492065275317211e+00,1.367022631799910681e-01,2.203323141980844378e-05,2.154362761278200367e+00,2.896849278410894336e+18,3.121187253563425280e+18,8.896998004925302439e+01,8.027566655789044686e+06
1.468282778937012312e+00,1.367050985036505351e-01,2.203319119582054257e-05,2.154313873898117127e+00,2.896879008293130752e+18,3.121155226783679488e+18,8.897099062360206290e+01,8.027570573782673106e+06
1.495153183166399113e+00,1.367039740000000059e-01,2.203348929999999638e-05,2.154327830000000166e+00,2.896842260000006656e+18,3.121194819999997440e+18,8.896987599999999929e+01,8.027625430000000633e+06
1.390340200653556568e+00,1.522970866220668684e-01,2.031546963216793666e-05,1.878481860261521641e+00,2.712298284122978816e+18,3.333516189954049024e+18,8.167011179943689569e+01,8.275947942440242507e+06
1.471513116024608436e+00,1.367015818874888211e-01,2.203329156857962076e-05,2.154337748959807008e+00,2.896882558847865856e+18,3.121151398889679872e+18,8.897127066992005950e+01,8.027693698030964471e+06
1.357062126980643324e+00,1.403222195320647236e-01,2.147880571164285072e-05,2.041815877789136646e+00,2.781859401899597824e+18,3.252550348354384384e+18,8.186132180020449312e+01,6.186570273694338277e+06
1.215046017149810309e+00,1.505866733485775877e-01,2.611149506295471612e-05,1.876137251968874153e+00,2.869411722300106240e+18,3.155721655909782528e+18,8.984023468477479923e+01,7.038308134906180203e+06
1.424792804550137681e+00,1.372140703147395890e-01,2.528974340062550014e-05,1.907456531440517855e+00,2.771881507108142592e+18,3.262133770879812608e+18,1.003142611994640276e+02,7.224527344471991062e+06
1.493847022897639931e+00,1.367039198804253786e-01,2.203317082295767456e-05,2.154304338414414932e+00,2.896881464204824064e+18,3.121152581165676032e+18,8.897109749857058603e+01,8.027597900667484850e+06
1.366811069959163127e+00,1.370295454879922603e-01,2.877917301599820603e-05,2.137378777285343645e+00,3.151797987033686528e+18,3.140049483073067008e+18,9.417941454687334613e+01,5.436497924846006557e+06
1.370223675328860580e+00,1.511436374976592723e-01,1.985377932493152738e-05,1.838563149903198024e+00,2.682219320625593856e+18,3.289284545484861952e+18,8.128221685152740861e+01,8.728676678065694869e+06
6.852734073927760905e-01,2.430976729386290225e-01,1.974463873286768967e-05,1.612832543465030355e+00,2.831267314358151168e+18,3.190792373090183168e+18,9.263042333212753476e+01,3.867512270675380528e+07
1.217128182493034672e+00,1.229762909014458366e-01,2.179632830755455955e-05,2.093899831779304499e+00,2.891105852858627072e+18,3.127715137866423808e+18,8.827922733482147066e+01,7.703809112154952250e+06
1.520487943969459632e+00,1.367039740000000059e-01,2.203348929999999638e-05,2.154327830000000166e+00,2.896842260000006656e+18,3.121194819999997440e+18,8.896987599999999929e+01,8.027625430000000633e+06
1.223901924594577695e+00,1.740974933728455243e-01,2.639035613089190673e-05,1.592680972234254977e+00,2.914305193834578432e+18,3.101532764444365824e+18,9.590809785781775076e+01,1.261705389448552206e+07
9.450482141149747495e-01,1.589714115554455298e-01,2.439880410829364530e-05,1.665147385211923847e+00,2.693422683143574016e+18,3.381968250531768832e+18,8.271872864485354171e+01,6.064856264560714364e+06
2.861899482674222327e+03,2.082911421259369046e+57,1.355766128593706649e-04,2.720045767570834689e+68,1.674551551876701060e+28,5.309347452780900002e+08,1.009670434983594062e+14,1.330515084098937747e+29
1.189724553660757245e+00,1.427727656918393040e-01,2.223051786043185298e-05,2.213813054554824244e+00,2.896149296063933440e+18,3.121982767073522176e+18,8.895304781193519261e+01,7.981732732928118668e+06
1.255794644180563191e+00,1.273256290226882359e-01,2.185798142723206951e-05,2.123424216023586109e+00,2.883073523050499584e+18,3.136104194294221824e+18,8.846511971405004715e+01,8.018035789580770768e+06
1.144554419324964378e+00,1.295849926585311840e-01,4.417188751149164061e-05,2.177039332090158652e+00,3.356582334290353152e+18,2.693748270183378432e+18,1.017057219473602032e+02,3.146955452725312207e+06
