lamb, beta, k, delta, p, c, K
-1.137334399018509856e+00,-5.671888969444760065e+00,2.091800683514063675e+00,1.605086491977789853e+00,9.324969286372966071e-01,1.136400130793597807e-01,4.767840060099503025e+06
-1.137334399018509856e+00,-5.671888969444760065e+00,2.091800683514063675e+00,1.605086491977789853e+00,9.324969286372966071e-01,1.136400130793597807e-01,4.767840060099503025e+06
-1.137334399018509856e+00,-5.671888969444760065e+00,2.091800683514063675e+00,1.605086491977789853e+00,9.324969286372966071e-01,1.136400130793597807e-01,4.767840060099503025e+06
-1.137334399018509856e+00,-5.671888969444760065e+00,2.091800683514063675e+00,1.605086491977789853e+00,9.324969286372966071e-01,1.136400130793597807e-01,4.767840060099503025e+06
-1.137334399018509856e+00,-5.671888969444760065e+00,2.091800683514063675e+00,1.605086491977789853e+00,9.324969286372966071e-01,1.136400130793597807e-01,4.767840060099503025e+06
-1.137334399018509856e+00,-5.671888969444760065e+00,2.091800683514063675e+00,1.605086491977789853e+00,9.324969286372966071e-01,1.136400130793597807e-01,4.767840060099503025e+06
-1.137334399018509856e+00,-5.671888969444760065e+00,2.091800683514063675e+00,1.605086491977789853e+00,9.324969286372966071e-01,1.136400130793597807e-01,4.767840060099503025e+06
-1.137334399018509856e+00,-5.671888969444760065e+00,2.091800683514063675e+00,1.605086491977789853e+00,9.324969286372966071e-01,1.136400130793597807e-01,4.767840060099503025e+06
-1.137334399018509856e+00,-5.671888969444760065e+00,2.091800683514063675e+00,1.605086491977789853e+00,9.324969286372966071e-01,1.136400130793597807e-01,4.767840060099503025e+06
-1.137334399018509856e+00,-5.671888969444760065e+00,2.091800683514063675e+00,1.605086491977789853e+00,9.324969286372966071e-01,1.136400130793597807e-01,4.767840060099503025e+06
-8.553746984839416534e-01,-5.773817496266734572e+00,1.987963662461635694e+00,1.456968824520700645e+00,8.723556195406798608e-01,1.039291476690042820e-01,4.767840060099503025e+06
-8.553746984839416534e-01,-5.773817496266734572e+00,1.987963662461635694e+00,1.456968824520700645e+00,8.723556195406798608e-01,1.039291476690042820e-01,4.767840060099503025e+06
-8.553746984839416534e-01,-5.773817496266734572e+00,1.987963662461635694e+00,1.456968824520700645e+00,8.723556195406798608e-01,1.039291476690042820e-01,4.767840060099503025e+06
-8.553746984839416534e-01,-5.773817496266734572e+00,1.987963662461635694e+00,1.456968824520700645e+00,8.723556195406798608e-01,1.039291476690042820e-01,4.767840060099503025e+06
-1.275104195129009632e+00,-5.314466869597564092e+00,2.074941887511358107e+00,1.887357385503211304e+00,7.398023588112084825e-01,-1.106114092576150343e-01,4.767840060099503025e+06
-1.298034813818338407e+00,-5.310753805288645601e+00,2.039019984567645327e+00,1.878978888637561129e+00,7.371397073518911602e-01,-1.055230567656487151e-01,4.767840060099503025e+06
-2.283379644702772548e+00,-5.229096527763859470e+00,1.911438017347892870e+00,1.812703986303942250e+00,8.020819858746780495e-01,1.799088384416941688e-01,4.767840060099503025e+06
-3.171537343302014200e+00,-5.000830727269962139e+00,1.853378998542397182e+00,1.845144814629690710e+00,7.370396670136585282e-01,4.199028374255440177e-01,4.767840060099503025e+06
-3.856127502911622429e+00,-5.023268352886775645e+00,1.687950564800933639e+00,1.806198487121148721e+00,7.062880766305417168e-01,4.162191531654559351e-01,4.767840060099503025e+06
-3.684479227017402270e+00,-5.335941814853056187e+00,1.767736867622831110e+00,1.372129391444572022e+00,6.128020388484601844e-01,3.586261144822868174e-01,4.767840060099503025e+06
-3.698780740685437163e+00,-5.445231442120071819e+00,1.585087860827262496e+00,1.118371360047383911e+00,5.224416666465055981e-01,3.932128265591587346e-01,4.767840060099503025e+06
-3.983374472888992379e+00,-5.398607905899592829e+00,1.652077387016278598e+00,8.975486378358907835e-01,2.541045136980536467e-01,3.790587220065939622e-01,4.767840060099503025e+06
-3.983374472888992379e+00,-5.398607905899592829e+00,1.652077387016278598e+00,8.975486378358907835e-01,2.541045136980536467e-01,3.790587220065939622e-01,4.767840060099503025e+06
