lamb, beta, k, delta, p, c, K
1.839584715843378682e-01,-5.328150150847013933e+00,1.952361970565553051e+00,2.325554926019134161e+00,1.062298518029498595e+00,-8.108335233368173522e-01,5.142701720558476634e+06
3.055469457290307389e-01,-5.307778200647969236e+00,1.919580413734414126e+00,2.413117459447670754e+00,1.108310973328119342e+00,-8.250286819631656998e-01,5.142701720558476634e+06
2.139163053533692516e-01,-5.303463834726595216e+00,2.508936283548462320e+00,2.748826535760677814e+00,1.353187145432776406e+00,-1.211746421828975295e+00,5.142701720558476634e+06
5.083250790991817869e-01,-4.883677786509633023e+00,2.240339744198103222e+00,2.172070672180543838e+00,5.774992256448451267e-01,-7.596572868383660859e-01,5.142701720558476634e+06
9.741503022670718881e-01,-4.669668908699438070e+00,2.237453416826896024e+00,2.279568266733079440e+00,4.459804634366522080e-01,-7.209676617942986088e-01,5.142701720558476634e+06
7.084771180468216745e-01,-4.488228353152583949e+00,2.707219396385633026e+00,2.758083192272211548e+00,8.950637034027577599e-01,-5.117018828999377877e-01,5.142701720558476634e+06
8.049119039269374554e-01,-4.649745192956884488e+00,2.855213807014615579e+00,2.919506496838782716e+00,1.132233075497013353e+00,-5.463291002562051801e-01,5.142701720558476634e+06
8.033522056310560266e-01,-4.648338054212574733e+00,2.855102278909839253e+00,2.918797942541286439e+00,1.131210787585277933e+00,-5.452274627173188115e-01,5.142701720558476634e+06
5.384919038638461553e-01,-4.596469770340826599e+00,2.800061064962739543e+00,2.750066351798727826e+00,1.047128473789032510e+00,-3.588839078466828925e-01,5.142701720558476634e+06
3.738043338016681094e-01,-4.803068965590957973e+00,2.819144804783845881e+00,2.525048927345945771e+00,9.885942365686102296e-01,-4.919143266633971834e-01,5.142701720558476634e+06
4.372401157038863229e-01,-4.724111556936151146e+00,2.826784672199498250e+00,2.590123205047789590e+00,9.735414846120369337e-01,-5.041720735540649034e-01,5.142701720558476634e+06
6.101298274246313991e-01,-4.831307477891519042e+00,2.833698781461547966e+00,2.708498748500526965e+00,1.069660052799346728e+00,-6.531421179205201266e-01,5.142701720558476634e+06
6.822239172608338675e-01,-4.528957474875507927e+00,1.971286155019171815e+00,2.506546737344484299e+00,7.576061387341408437e-01,-2.634634710651095890e-01,5.142701720558476634e+06
8.688921123682504799e-01,-4.761161441063239685e+00,1.972123650855388766e+00,2.695703017955918046e+00,1.032512914186942243e+00,-5.168194602848903418e-01,5.142701720558476634e+06
8.688921123682504799e-01,-4.761161441063239685e+00,1.972123650855388766e+00,2.695703017955918046e+00,1.032512914186942243e+00,-5.168194602848903418e-01,5.142701720558476634e+06
8.725498799008258866e-01,-4.246727726297576666e+00,2.069451052239659194e+00,2.245042319244650475e+00,4.042374431695080483e-01,-2.298108037203308585e-01,5.142701720558476634e+06
9.013108486112115791e-01,-4.247032982220320996e+00,2.091693496772419447e+00,2.224422480272586267e+00,3.467481844265385416e-01,-2.980783866422669348e-01,5.142701720558476634e+06
9.235641232734211892e-01,-4.306340702309047863e+00,2.073099279007091233e+00,2.222833830477973560e+00,3.809194169332671409e-01,-3.331867352361532753e-01,5.142701720558476634e+06
9.042282063262666592e-01,-4.684905014019607350e+00,2.754956526601653355e+00,1.972027629703245299e+00,5.289306731357276137e-01,-5.206735942786545612e-01,5.142701720558476634e+06
9.599711753540802750e-01,-4.839137089707360673e+00,2.440717948782200608e+00,2.331435152939796307e+00,9.971855451123492475e-01,-1.405121153426613922e-01,5.142701720558476634e+06
9.192027909826681054e-01,-4.782200871008514653e+00,2.080775465939360913e+00,2.245347863104544484e+00,9.129342746776163420e-01,-8.752658958213072049e-02,5.142701720558476634e+06
9.479651690457007174e-01,-5.251220973308118545e+00,1.974214525107784057e+00,2.259149943656310278e+00,1.137044035842720735e+00,-3.985064958139103997e-01,5.142701720558476634e+06
9.479651690457007174e-01,-5.251220973308118545e+00,1.974214525107784057e+00,2.259149943656310278e+00,1.137044035842720735e+00,-3.985064958139103997e-01,5.142701720558476634e+06
9.202197027523564277e-01,-5.213504069988389666e+00,1.465694253559735483e+00,2.415299855157964082e+00,1.380927314933588557e+00,-2.610683972901082228e-01,5.142701720558476634e+06
9.202197027523564277e-01,-5.213504069988389666e+00,1.465694253559735483e+00,2.415299855157964082e+00,1.380927314933588557e+00,-2.610683972901082228e-01,5.142701720558476634e+06
7.985644486510661277e-01,-5.139293812936026384e+00,1.007723958564867628e+00,2.372599592410693958e+00,1.407023987212159266e+00,-2.485186750471412298e-01,5.142701720558476634e+06
9.406966087329938775e-01,-5.457121409382047261e+00,7.844946137854231782e-01,2.771018888591705753e+00,1.675950529225640917e+00,-8.900688205325333335e-01,5.142701720558476634e+06
9.823018859825811688e-01,-5.480425391448118688e+00,6.387510849210076280e-01,2.865899573270706213e+00,1.764101008845412100e+00,-9.635205759044570550e-01,5.142701720558476634e+06
5.209366212842050370e-01,-5.594058600176420981e+00,1.070324515235006269e+00,2.614583674397926494e+00,1.605481721337252976e+00,-1.378627807874382105e+00,5.142701720558476634e+06
